Gene ID	Gene name	Anatomical entity name	cell_mean_score	cell_std_score	cell_n	cell_status	Expression score	Expression std	Expression n	raw_row_count	qualifying_row_count
ENSECAG00000033031	H2AC7	trophectoderm	79.07	2.4748737341529163	2	present_gold	79.07	2.4748737341529163	2	2	2
ENSECAG00000033031	H2AC7	trophoblast	38.08	11.426631174585097	3	present_gold	38.08	11.426631174585097	3	3	3
ENSECAG00000033031	H2AC7	zone of skin	0.0	0.0	0	observed_zero	0.0	0.0	0	2	0
ENSECAG00000034818	H2AJ	adult mammalian kidney	92.75	0.0	1	present_gold	92.75	0.0	1	1	1
ENSECAG00000034818	H2AJ	articular cartilage of joint	88.98	0.0	1	present_gold	88.98	0.0	1	1	1
ENSECAG00000034818	H2AJ	blood	89.42333333333333	2.8523300416793744	6	present_gold	89.42333333333333	2.8523300416793744	6	6	6
ENSECAG00000034818	H2AJ	bone marrow	95.66	0.0	1	present_gold	95.66	0.0	1	1	1
ENSECAG00000034818	H2AJ	brainstem	64.51	2.036467529817259	2	present_gold	64.51	2.036467529817259	2	2	2
ENSECAG00000034818	H2AJ	cerebellum	87.28200000000001	9.05637179007134	5	present_gold	87.28200000000001	9.05637179007134	5	5	5
ENSECAG00000034818	H2AJ	chorionic villus	97.26	0.0	1	present_gold	97.26	0.0	1	1	1
ENSECAG00000034818	H2AJ	embryo	77.18	0.0	1	present_gold	77.18	0.0	1	1	1
ENSECAG00000034818	H2AJ	endometrium	96.57	0.0	1	present_gold	96.57	0.0	1	1	1
ENSECAG00000034818	H2AJ	epithelium of bronchus	98.22	0.09899494936611705	2	present_gold	98.22	0.09899494936611705	2	2	2
ENSECAG00000034818	H2AJ	gluteus medius	71.16	5.514967512748073	4	present_gold	71.16	5.514967512748073	4	4	4
ENSECAG00000034818	H2AJ	inner cell mass	61.965	1.308147545195114	2	present_gold	61.965	1.308147545195114	2	2	2
ENSECAG00000034818	H2AJ	leukocyte	92.44	0.0	1	present_gold	92.44	0.0	1	1	1
ENSECAG00000034818	H2AJ	liver	72.72	0.0	1	present_gold	72.72	0.0	1	1	1
ENSECAG00000034818	H2AJ	multicellular organism	89.16	0.0	1	present_gold	89.16	0.0	1	1	1
ENSECAG00000034818	H2AJ	muscle tissue	73.796	4.1648805505080215	5	present_gold	73.796	4.1648805505080215	5	5	5
ENSECAG00000034818	H2AJ	oviduct epithelium	95.77	0.0	1	present_gold	95.77	0.0	1	1	1
ENSECAG00000034818	H2AJ	prefrontal cortex	72.45	0.0	1	present_gold	72.45	0.0	1	1	1
ENSECAG00000034818	H2AJ	retina	94.43	0.0	1	present_gold	94.43	0.0	1	1	1
ENSECAG00000034818	H2AJ	spinal cord	81.0325	4.56464597281573	8	present_gold	81.0325	4.56464597281573	8	8	8
ENSECAG00000034818	H2AJ	synovial membrane of synovial joint	96.03	0.0	1	present_gold	96.03	0.0	1	1	1
ENSECAG00000034818	H2AJ	testis	96.3275	2.2902165108711205	4	present_gold	96.3275	2.2902165108711205	4	4	4
ENSECAG00000034818	H2AJ	triceps brachii	81.36500000000001	2.5950818869546306	2	present_gold	81.36500000000001	2.5950818869546306	2	2	2
ENSECAG00000034818	H2AJ	trophectoderm	55.35	0.0	1	present_gold	55.35	0.0	1	2	1
ENSECAG00000034818	H2AJ	trophoblast	93.24666666666667	3.5517507420050376	3	present_gold	93.24666666666667	3.5517507420050376	3	3	3
