Gene ID	Gene name	Anatomical entity ID	Anatomical entity name	Developmental stage ID	Developmental stage name	Sex	Strain	Expression	Call quality	FDR	Expression score	Expression rank	Including observed data	Self observation count	Descendant observation count	Affymetrix expression	Affymetrix call quality	Affymetrix FDR	Affymetrix expression score	Affymetrix expression rank	Affymetrix weight for expression rank and score	Including Affymetrix observed data	Self observation count Affymetrix	Descendant observation count Affymetrix	EST expression	EST call quality	EST FDR	EST expression score	EST expression rank	EST weight for expression rank and score	Including EST observed data	Self observation count EST	Descendant observation count EST	in situ hybridization expression	in situ hybridization call quality	in situ hybridization FDR	in situ hybridization expression score	in situ hybridization expression rank	in situ hybridization weight for expression rank and score	Including in situ hybridization observed data	Self observation count in situ hybridization	Descendant observation count in situ hybridization	RNA-Seq expression	RNA-Seq call quality	RNA-Seq FDR	RNA-Seq expression score	RNA-Seq expression rank	RNA-Seq weight for expression rank and score	Including RNA-Seq observed data	Self observation count RNA-Seq	Descendant observation count RNA-Seq	single-cell RNA-Seq expression	single-cell RNA-Seq call quality	single-cell RNA-Seq FDR	single-cell RNA-Seq expression score	single-cell RNA-Seq expression rank	single-cell RNA-Seq weight for expression rank and score	Including single-cell RNA-Seq observed data	Self observation count single-cell RNA-Seq	Descendant observation count single-cell RNA-Seq
ENSG00000274997	H2AC12	UBERON:0014890	right hemisphere of cerebellum	HsapDv:0000241	seventh decade stage (human)	female	wild-type	absent	gold quality	0.7867662954561749	21.54	3.66e4	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.7867662954561749	21.54	3.66e4	156687	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0014890	right hemisphere of cerebellum	HsapDv:0000241	seventh decade stage (human)	male	wild-type	absent	gold quality	1.0	20.30	3.72e4	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	20.30	3.72e4	719509	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0014890	right hemisphere of cerebellum	HsapDv:0000242	eighth decade stage (human)	male	wild-type	absent	gold quality	1.0	18.66	3.79e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	18.66	3.79e4	30523	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0015488	sural nerve	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.0000131462898857733	84.09	7.42e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000131462898857733	84.09	7.42e3	29465	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0015488	sural nerve	HsapDv:0000240	sixth decade stage (human)	male	wild-type	absent	silver quality	0.0759214825064384	51.39	2.27e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0759214825064384	51.39	2.27e4	38578	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0015488	sural nerve	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.00779162001837515	69.70	1.41e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00779162001837515	69.70	1.41e4	24648	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0018303	adrenal tissue	HsapDv:0000197	third LMP month stage (human)	any	wild-type	present	gold quality	2.01773851833418E-8	88.00	5.59e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.01773851833418E-8	88.00	5.59e3	30244	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0018303	adrenal tissue	HsapDv:0000198	fourth LMP month stage (human)	any	wild-type	present	gold quality	2.11608406617568E-11	92.85	3.34e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.11608406617568E-11	92.85	3.34e3	30617	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0018303	adrenal tissue	HsapDv:0000199	fifth LMP month stage (human)	any	wild-type	present	gold quality	5.079667032314699E-13	89.30	4.99e3	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	5.079667032314699E-13	89.30	4.99e3	92735	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.00002524301804694232	35.57	3.00e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00002524301804694232	35.57	3.00e4	119945	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.00895522854170798	42.47	2.68e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00895522854170798	42.47	2.68e4	30689	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000238	fourth decade stage (human)	female	wild-type	absent	silver quality	0.0854395894777178	28.93	3.31e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0854395894777178	28.93	3.31e4	61182	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.00011399145964965991	42.14	2.70e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00011399145964965991	42.14	2.70e4	217311	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.002413075774340277	31.90	3.17e4	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.002413075774340277	31.90	3.17e4	278111	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.00005630423807636355	40.59	2.77e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00005630423807636355	40.59	2.77e4	218378	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.001097160021170547	30.55	3.24e4	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.001097160021170547	30.55	3.24e4	393689	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.0007707415996657528	38.48	2.87e4	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0007707415996657528	38.48	2.87e4	705459	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.0008125119101484488	33.25	3.11e4	yes	19	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0008125119101484488	33.25	3.11e4	586250	yes	19	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.00007306271854136276	33.13	3.12e4	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00007306271854136276	33.13	3.12e4	709559	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035805	muscle layer of sigmoid colon	HsapDv:0000242	eighth decade stage (human)	male	wild-type	absent	silver quality	0.0586550178636065	34.46	3.06e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0586550178636065	34.46	3.06e4	32317	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.0058549118447956	47.22	2.46e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0058549118447956	47.22	2.46e4	28394	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000237	third decade stage (human)	male	wild-type	absent	silver quality	0.0566548696103496	26.65	3.42e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0566548696103496	26.65	3.42e4	90775	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.00590221222586024	45.75	2.53e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00590221222586024	45.75	2.53e4	29256	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	silver quality	0.01995999707025808	31.74	3.18e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01995999707025808	31.74	3.18e4	120751	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.0053113055452606	41.20	2.74e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0053113055452606	41.20	2.74e4	62810	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	silver quality	0.0120544449991936	42.62	2.68e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0120544449991936	42.62	2.68e4	31789	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.0018259508811614429	38.38	2.87e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0018259508811614429	38.38	2.87e4	91962	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035825	left adrenal gland cortex	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.002767920472611892	35.46	3.01e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.002767920472611892	35.46	3.01e4	125345	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035827	right adrenal gland cortex	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	silver quality	0.01047798914296968	44.10	2.61e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01047798914296968	44.10	2.61e4	61900	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035827	right adrenal gland cortex	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.00491568400039906	44.99	2.56e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00491568400039906	44.99	2.56e4	31379	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035827	right adrenal gland cortex	HsapDv:0000241	seventh decade stage (human)	male	wild-type	absent	gold quality	1.0	19.78	3.74e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	19.78	3.74e4	60253	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.002508539630936103	34.24	3.07e4	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.002508539630936103	34.24	3.07e4	268231	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000237	third decade stage (human)	male	wild-type	present	silver quality	0.0121325836341402	35.29	3.02e4	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0121325836341402	35.29	3.02e4	426954	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000238	fourth decade stage (human)	female	wild-type	absent	gold quality	0.2112272981216476	24.20	3.53e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.2112272981216476	24.20	3.53e4	121487	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.002288127233311851	33.68	3.09e4	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.002288127233311851	33.68	3.09e4	399853	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	silver quality	0.010390104190445889	27.56	3.38e4	yes	21	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.010390104190445889	27.56	3.38e4	633935	yes	21	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.005085717830056152	37.51	2.91e4	yes	24	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.005085717830056152	37.51	2.91e4	726904	yes	24	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	silver quality	0.012192052618591293	36.65	2.95e4	yes	19	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.012192052618591293	36.65	2.95e4	582428	yes	19	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.00849023443927458	37.09	2.93e4	yes	49	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00849023443927458	37.09	2.93e4	1495563	yes	49	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.0068922901917834924	33.16	3.12e4	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0068922901917834924	33.16	3.12e4	433160	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.0031524103106362437	30.77	3.23e4	yes	28	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0031524103106362437	30.77	3.23e4	854604	yes	28	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035833	lower esophagus muscularis layer	HsapDv:0000242	eighth decade stage (human)	male	wild-type	absent	gold quality	1.0	19.12	3.77e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	19.12	3.77e4	30603	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035834	lower esophagus mucosa	HsapDv:0000241	seventh decade stage (human)	female	wild-type	absent	gold quality	1.0	22.15	3.63e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	22.15	3.63e4	28754	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000237	third decade stage (human)	female	wild-type	absent	gold quality	0.1716535506705453	26.37	3.43e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.1716535506705453	26.37	3.43e4	90297	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.001029539644115885	37.06	2.93e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.001029539644115885	37.06	2.93e4	213784	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	silver quality	0.0235895790843657	41.70	2.72e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0235895790843657	41.70	2.72e4	29965	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	silver quality	0.025961938966421908	32.76	3.13e4	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.025961938966421908	32.76	3.13e4	270478	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.0009205929784973025	37.61	2.91e4	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0009205929784973025	37.61	2.91e4	393222	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.00322993612735772	37.12	2.93e4	yes	10	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00322993612735772	37.12	2.93e4	304278	yes	10	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.00243346441604754	32.51	3.15e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00243346441604754	32.51	3.15e4	451974	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.004412379301919685	33.52	3.10e4	yes	32	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.004412379301919685	33.52	3.10e4	989635	yes	32	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	silver quality	0.0188616721554591	25.80	3.46e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0188616721554591	25.80	3.46e4	460636	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	silver quality	0.016569904749330382	34.41	3.06e4	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.016569904749330382	34.41	3.06e4	425934	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000274997	H2AC12	UBERON:0035841	esophagogastric junction muscularis propria	HsapDv:0000242	eighth decade stage (human)	male	wild-type	absent	gold quality	1.0	19.52	3.75e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	19.52	3.75e4	29921	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	CL:0000089 ∩ UBERON:0000473	male germ line stem cell (sensu Vertebrata) in testis	UBERON:0000104	life cycle	male	wild-type	present	gold quality	0.00000199681787361011	93.63	2.97e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000199681787361011	93.63	2.97e3	11320	yes	1	0
ENSG00000275221	H2AC15	CL:0000094	granulocyte	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	silver quality	0.0253911161636144	47.27	2.46e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0253911161636144	47.27	2.46e4	29765	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	CL:0000576	monocyte	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	1.7727259049104588E-7	62.25	1.76e4	yes	29	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.7727259049104588E-7	62.25	1.76e4	777345	yes	29	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	CL:0000738	leukocyte	HsapDv:0000240	sixth decade stage (human)	male	White	absent	gold quality	1.0	31.99	3.17e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	31.99	3.17e4	47130	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
