Gene ID	Gene name	Anatomical entity ID	Anatomical entity name	Developmental stage ID	Developmental stage name	Sex	Strain	Expression	Call quality	FDR	Expression score	Expression rank	Including observed data	Self observation count	Descendant observation count	Affymetrix expression	Affymetrix call quality	Affymetrix FDR	Affymetrix expression score	Affymetrix expression rank	Affymetrix weight for expression rank and score	Including Affymetrix observed data	Self observation count Affymetrix	Descendant observation count Affymetrix	EST expression	EST call quality	EST FDR	EST expression score	EST expression rank	EST weight for expression rank and score	Including EST observed data	Self observation count EST	Descendant observation count EST	in situ hybridization expression	in situ hybridization call quality	in situ hybridization FDR	in situ hybridization expression score	in situ hybridization expression rank	in situ hybridization weight for expression rank and score	Including in situ hybridization observed data	Self observation count in situ hybridization	Descendant observation count in situ hybridization	RNA-Seq expression	RNA-Seq call quality	RNA-Seq FDR	RNA-Seq expression score	RNA-Seq expression rank	RNA-Seq weight for expression rank and score	Including RNA-Seq observed data	Self observation count RNA-Seq	Descendant observation count RNA-Seq	single-cell RNA-Seq expression	single-cell RNA-Seq call quality	single-cell RNA-Seq FDR	single-cell RNA-Seq expression score	single-cell RNA-Seq expression rank	single-cell RNA-Seq weight for expression rank and score	Including single-cell RNA-Seq observed data	Self observation count single-cell RNA-Seq	Descendant observation count single-cell RNA-Seq
ENSG00000099284	MACROH2A2	UBERON:0000002	uterine cervix	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	1.654869204131896E-10	86.39	6.35e3	yes	1	3	present	gold quality	0.005734388529331005	87.23	5.95e3	29000	yes	1	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.13717301032974E-11	85.58	6.72e3	30215	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000002	uterine cervix	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	1.900555642128738E-12	86.16	6.45e3	yes	1	13	present	gold quality	0.003763973746497015	87.25	5.94e3	74733	yes	1	8	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.787698721888349E-13	85.65	6.69e3	159781	yes	0	5	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000002	uterine cervix	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	2.584914698727715E-12	87.01	6.06e3	yes	1	9	present	gold quality	0.00669150888266136	87.93	5.63e3	67291	yes	1	7	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	5.16982939745543E-13	86.04	6.51e3	63721	yes	0	2	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000002	uterine cervix	UBERON:0000104	life cycle	female	wild-type	present	gold quality	6.923452696326117E-12	87.33	5.91e3	yes	4	47	present	gold quality	0.00860336856342175	88.25	5.48e3	293795	yes	0	36	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.0363096165665047E-12	86.71	6.20e3	437242	yes	4	11	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	1.0E-14	87.58	5.79e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	87.58	5.79e3	25850	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000237	third decade stage (human)	male	White	present	gold quality	0.00639609278054321	81.86	8.46e3	yes	1	0	present	gold quality	0.00639609278054321	81.86	8.46e3	7154	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	1.0E-14	90.16	4.59e3	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	90.16	4.59e3	128704	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000239	fifth decade stage (human)	female	White	present	silver quality	0.0164270517882281	81.13	8.80e3	yes	2	0	present	silver quality	0.0164270517882281	81.13	8.80e3	14347	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	1.0E-14	87.10	6.01e3	yes	3	2	present	silver quality	0.0164270517882281	81.13	8.80e3	14347	yes	0	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	88.17	5.52e3	80305	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000239	fifth decade stage (human)	male	White	present	gold quality	0.00639609278054321	83.05	7.90e3	yes	1	0	present	gold quality	0.00639609278054321	83.05	7.90e3	7244	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	1.0E-14	87.76	5.71e3	yes	3	1	present	gold quality	0.00639609278054321	83.05	7.90e3	7244	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	88.21	5.50e3	75493	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000240	sixth decade stage (human)	female	White	present	silver quality	0.0309418133210462	81.85	8.46e3	yes	1	0	present	silver quality	0.0309418133210462	81.85	8.46e3	7101	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	1.0E-14	87.35	5.90e3	yes	5	1	present	silver quality	0.0309418133210462	81.85	8.46e3	7101	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	87.65	5.76e3	131689	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	1.0E-14	88.90	5.17e3	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	88.90	5.17e3	281547	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000241	seventh decade stage (human)	female	White	present	silver quality	0.020429854860291	81.99	8.39e3	yes	1	0	present	silver quality	0.020429854860291	81.99	8.39e3	7191	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	1.0E-14	87.88	5.65e3	yes	8	1	present	silver quality	0.020429854860291	81.99	8.39e3	7191	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	88.10	5.55e3	196077	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	1.0E-14	88.40	5.41e3	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	88.40	5.41e3	285454	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000242	eighth decade stage (human)	female	wild-type	present	gold quality	1.0E-14	89.78	4.77e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	89.78	4.77e3	22522	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	1.0E-14	90.26	4.54e3	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	90.26	4.54e3	73200	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000006	islet of Langerhans	UBERON:0000104	life cycle	female	White	present	silver quality	0.02553731857536375	81.56	8.60e3	yes	1	4	present	silver quality	0.02553731857536375	81.56	8.60e3	35814	yes	1	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	2.10353711199144E-9	88.24	5.48e3	yes	1	0	present	gold quality	0.00382292568622067	91.05	4.18e3	13931	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.05176855599572E-9	86.95	6.08e3	30466	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	3.51237756481718E-11	87.24	5.95e3	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.51237756481718E-11	87.24	5.95e3	33251	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.00167287722066534	86.01	6.52e3	yes	2	0	present	gold quality	0.00167287722066534	86.01	6.52e3	28014	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	3.91665040601997E-11	87.79	5.69e3	yes	3	0	present	gold quality	0.00382292568622067	87.32	5.91e3	27562	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.30555013533999E-11	88.19	5.51e3	33040	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	3.3135231009564503E-11	87.56	5.80e3	yes	5	0	present	gold quality	0.00382292568622067	87.59	5.78e3	28419	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.98811386057387E-11	87.55	5.81e3	97577	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	4.33364340681044E-11	85.71	6.66e3	yes	7	1	present	gold quality	0.00334575444133068	81.78	8.49e3	28605	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.2502325551078305E-11	86.26	6.40e3	201843	yes	5	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	7.75686118231704E-11	87.09	6.02e3	yes	8	1	present	gold quality	0.00332941536480441	86.02	6.52e3	42394	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	5.17124078821136E-11	87.32	5.91e3	192436	yes	5	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	1.373066151537222E-11	86.81	6.15e3	yes	15	3	present	gold quality	0.00382292568622067	89.80	4.76e3	12628	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.2967846986740432E-11	86.74	6.18e3	562002	yes	14	3	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	2.46314676610854E-11	85.90	6.57e3	yes	8	1	present	gold quality	0.00167287722066534	83.06	7.90e3	14376	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.18946379209648E-11	86.05	6.50e3	261187	yes	7	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	1.187518981366167E-11	86.26	6.41e3	yes	26	4	present	gold quality	0.00167287722066534	77.68	1.04e4	14447	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.1479350153206281E-11	86.39	6.34e3	953461	yes	25	4	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	2.40877297763197E-10	84.43	7.26e3	yes	4	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.40877297763197E-10	84.43	7.26e3	161060	yes	4	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	HsapDv:0000244	tenth decade stage (human)	male	wild-type	present	gold quality	0.00221961024320294	82.24	8.28e3	yes	1	0	present	gold quality	0.00221961024320294	82.24	8.28e3	14386	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000007	pituitary gland	UBERON:0000104	life cycle	any	wild-type	present	gold quality	3.760476774326196E-11	86.37	6.36e3	yes	2	93	present	gold quality	0.004300791396998254	85.45	6.78e3	239791	yes	2	16	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.0479653855064956E-11	86.46	6.31e3	2526323	yes	0	77	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	HsapDv:0000237	third decade stage (human)	female	Black or African American	present	gold quality	0.00496277305092019	76.00	1.12e4	yes	1	0	present	gold quality	0.00496277305092019	76.00	1.12e4	7726	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	HsapDv:0000237	third decade stage (human)	female	White	present	gold quality	0.00292359407424914	74.88	1.17e4	yes	3	1	present	gold quality	0.00292359407424914	74.88	1.17e4	31893	yes	3	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	HsapDv:0000237	third decade stage (human)	male	White	present	gold quality	0.0050186316619960205	78.28	1.01e4	yes	1	2	present	gold quality	0.0050186316619960205	78.28	1.01e4	23262	yes	1	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	HsapDv:0000238	fourth decade stage (human)	female	White	present	gold quality	0.00764585137244134	79.21	9.69e3	yes	1	1	present	gold quality	0.00764585137244134	79.21	9.69e3	15138	yes	1	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	2.4529269622398872E-12	80.17	9.25e3	yes	4	101	present	gold quality	0.00221961024320294	78.22	1.02e4	55437	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.3594821255831296E-12	80.20	9.23e3	3190707	yes	0	101	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	HsapDv:0000268	15-19 year-old (human)	male	White	present	gold quality	0.0039033801815524603	73.11	1.25e4	yes	7	0	present	gold quality	0.0039033801815524603	73.11	1.25e4	55924	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0000104	life cycle	any	wild-type	present	gold quality	1.4927812655917026E-11	79.88	9.38e3	yes	114	525	present	gold quality	0.005603162443207421	77.56	1.05e4	2275811	yes	108	99	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.009204235892982E-11	80.27	9.20e3	13470317	yes	6	426	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0000104	life cycle	female	wild-type	present	gold quality	1.244395582298906E-11	79.80	9.42e3	yes	14	153	present	gold quality	0.00730898518562285	83.26	7.80e3	203586	yes	14	16	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0208514657182642E-11	79.63	9.50e3	4278158	yes	0	137	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0000104	life cycle	male	wild-type	present	gold quality	7.335419677555472E-12	80.17	9.24e3	yes	2	312	present	gold quality	0.0052929167337916255	74.04	1.21e4	270093	yes	2	29	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.611222193465601E-12	80.36	9.16e3	8882867	yes	0	283	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	1.1540437327109564E-11	79.90	9.37e3	yes	24	470	present	gold quality	0.007187309358942853	74.06	1.21e4	593441	yes	18	50	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	9.951875103944686E-12	80.16	9.25e3	13319598	yes	6	420	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0000113	post-juvenile	male	wild-type	present	gold quality	7.265336050062904E-12	80.16	9.25e3	yes	5	306	present	gold quality	0.005179090567473526	72.40	1.29e4	234749	yes	5	23	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.611222193465601E-12	80.36	9.16e3	8882867	yes	0	283	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0018241	prime adult stage	any	wild-type	present	gold quality	7.358780886719662E-12	79.85	9.39e3	yes	6	309	present	gold quality	0.004192597126049998	74.47	1.19e4	319637	yes	6	28	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.5644997751372215E-12	80.05	9.30e3	8818750	yes	0	281	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0018241	prime adult stage	male	wild-type	present	gold quality	4.835770296987206E-12	79.81	9.41e3	yes	5	202	present	gold quality	0.003699350405338233	72.25	1.29e4	213858	yes	5	15	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.368546113703418E-12	80.08	9.29e3	5886587	yes	0	187	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000014	zone of skin	UBERON:0034919	juvenile stage	male	White	present	gold quality	0.00167287722066534	78.76	9.90e3	yes	1	0	present	gold quality	0.00167287722066534	78.76	9.90e3	7666	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000029	lymph node	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.00639609278054321	83.00	7.93e3	yes	1	0	present	gold quality	0.00639609278054321	83.00	7.93e3	13655	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000029	lymph node	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.00639609278054321	82.24	8.28e3	yes	1	0	present	gold quality	0.00639609278054321	82.24	8.28e3	13582	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000029	lymph node	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.00764585137244134	83.71	7.59e3	yes	2	0	present	gold quality	0.00764585137244134	83.71	7.59e3	27256	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000029	lymph node	HsapDv:0000243	ninth decade stage (human)	female	White	present	gold quality	0.00000279189780523599	75.88	1.12e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000279189780523599	75.88	1.12e4	54062	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000029	lymph node	UBERON:0000113	post-juvenile	any	White	present	gold quality	0.00000558379561047198	80.25	9.21e3	yes	2	2	absent	gold quality	0.143001729123466	96.42	1.67e3	14613	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000279189780523599	75.88	1.12e4	54062	yes	0	2	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000029	lymph node	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	5.1416411117925005E-11	78.71	9.93e3	yes	13	8	present	silver quality	0.012276394629070545	86.04	6.51e3	69106	yes	0	6	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.6726007941375004E-11	77.36	1.06e4	376812	yes	13	2	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000043	tendon	HsapDv:0000238	fourth decade stage (human)	male	wild-type	absent	gold quality	0.464576340307205	68.47	1.47e4	yes	1	0	absent	gold quality	0.464576340307205	68.47	1.47e4	13635	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000043	tendon	HsapDv:0000239	fifth decade stage (human)	female	wild-type	absent	gold quality	0.429431531667008	66.13	1.58e4	yes	1	0	absent	gold quality	0.429431531667008	66.13	1.58e4	13432	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000043	tendon	HsapDv:0000239	fifth decade stage (human)	male	wild-type	absent	silver quality	0.05198790981027	66.60	1.56e4	yes	3	2	absent	silver quality	0.05198790981027	66.60	1.56e4	69094	yes	3	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0000043	tendon	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	silver quality	0.01918827834162963	66.88	1.54e4	yes	3	0	present	silver quality	0.01918827834162963	66.88	1.54e4	39921	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
